over_number,comm,score,match,year,batsman_bowler,bowler,batsman,innings_no,runs,batting_team,bowling_team,result,event
6.4,"Stokes to Rohit, no run, short of length outside off, Rohit mistimes the cut, dribbles away to Roy at backward point",71.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Rohit,S,kes ,2,0.0,ind,eng,2,runs
6.3,"Stokes to Rohit, no run, just inside the tramline and beats Rohit's attempt to squeeze it out. The sound was bat hitting the ground",71.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Rohit,S,kes ,2,0.0,ind,eng,2,runs
6.2,"Stokes to Kohli, 1 run, great sound of the bat as Kohli gets forward and crunches the cover-drive to the sweeper",71.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Kohli,S,kes ,2,1.0,ind,eng,2,runs
6.1,"Stokes to Kohli, no run, great fielding by Roy at backward point. Saved four. Exquisite square drive and Roy dove to his left, came up with the ball and even had a shy at Rohit's end. All this after Stokes overpitched",70.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Kohli,S,kes ,2,0.0,ind,eng,2,runs
5.6,"J Ball to Kohli, 1 run, short of length outside off, dabbed down to third man",70.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Kohli,J Ball , Kohli,2,1.0,ind,eng,2,runs
5.5,"J Ball to Kohli, <b>FOUR</b>, trademark Kohli. Can't get anywhere near his pads, this is around off and middle, flicked stylishly and beats mid-wicket. Timing is great and it scorches across the turf",69.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Kohli,J Ball , Kohli,2,4.0,ind,eng,2,runs
5.4,"J Ball to Kohli, 2 runs, poor from Hales at third man. Granted there was a bad bounce, but he fumbles and that allows Kohli to get off the mark with two",65.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Kohli,J Ball , Kohli,2,2.0,ind,eng,2,runs
5.3,"J Ball to Rohit, 1 run, slower delivery on the pads, nudged away behind square",63.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,1.0,ind,eng,2,runs
5.2,"J Ball to Rahul, <b>out</b> Caught by Jordan!! Monster catch. By a monster athlete. I daresay that only Jordan could've pulled off something like this out of anyone involved in the match. When Rahul hit it, it looked it was going all the way, but that was not the case - more height than elevation, it stayed in the air forever, Jordan at mid-on backtracked and when he held on, his body was parallel to the ground as he flew to cup it. Unbelievable catch and that leaves KL dumbfounded. He can't believe that it has been taken. Turning point? Let's wait and watch. <b>Rahul c Jordan b J Ball 19(10) [4s-1 6s-2]</b>",62.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rahul,J Ball , Rahul,2,0.0,ind,eng,2,out
5.1,"J Ball to Rahul, <b>SIX</b>, what a shot. This is a back of a length delivery outside off and what does Rahul do? He <b>unleashes his inner Kevin Pietersen</b>, flamingo-pulls and connects beautifully which sends the ball soaring over deep backward square leg. Some shot as Ball didn't do much wrong. That's all class of Rahul on display",62.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rahul,J Ball , Rahul,2,6.0,ind,eng,2,runs
4.6,"Plunkett to Rahul, 1 run, knocks the slower delivery to the left of Jordan at mid-on",56.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rahul,Plunkett , Rahul,2,1.0,ind,eng,2,runs
4.5,"Plunkett to Rahul, <b>SIX</b>, Plunkett blows his cheeks and that's all he can do. <b>""Children size boundaries""</b> is the comment from <b>Swann</b> on air. This full delivery outside off had too much width, allowed Rahul a full extension of the arms on the lofted hit. Slicked over deep point and all the way",55.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rahul,Plunkett , Rahul,2,6.0,ind,eng,2,runs
4.4,"Plunkett to Rahul, no run, back of a length outside off, Rahul went too hard on the cut, mistimed it to Roy at backward point",49.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rahul,Plunkett , Rahul,2,0.0,ind,eng,2,runs
4.3,"Plunkett to Rohit, 1 run, full on the pads, a slower delivery too, flicked to the man at mid-wicket who is deep",49.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,1.0,ind,eng,2,runs
4.2,"Plunkett to Rohit, <b>FOUR</b>, sliced in the air and good enough to clear the infield. Pitched up outside off, Rohit aimed over extra-cover, this went over cover-point sort of but since this is the powerplay, the off-side ring is packed so easy four",48.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,4.0,ind,eng,2,runs
4.1,"Plunkett to Rahul, 1 run, short of length outside off, guided away with an open face to third man",44.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rahul,Plunkett , Rahul,2,1.0,ind,eng,2,runs
3.6,"Jordan to Rohit, no run, slower delivery outside off, pushed past Jordan, Rahul wanted the quick single, Rohit too did, but then decided against it",43.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,0.0,ind,eng,2,runs
3.5,"Jordan to Rohit, <b>SIX</b>, now six over deep backward square leg. These short ones won't trouble Rohit. Not when it is not near his shoulder or above it, here he swivels and pulls effortlessly and that brings a fist pump from captain Kohli and smiles from the others",43.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,6.0,ind,eng,2,runs
3.4,"Jordan to Rohit, <b>SIX</b>, hint of arrogance and a smirk of anger dotted Rohit's face after the ball flew over the fence for a biggie. Not an overtly emotional guy, but that's his way of showing he means business. Length delivery in the slot, Rohit clears his front leg and middles it high over long-on. Clean hit",37.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,6.0,ind,eng,2,runs
3.3,"Jordan to Rohit, no run, good line and length on the stumps, tight, Rohit defends",31.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,0.0,ind,eng,2,runs
3.2,"Jordan to Rohit, no run, this time Willey does well to dive forward and get the body in front of him to stop another fierce slap from Rohit's bat. Or else this one would have gone to the fence as well",31.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,0.0,ind,eng,2,runs
3.1,"Jordan to Rohit, <b>FOUR</b>, bashed. No respect for that half-volley outside off as Rohit stays where he is and then uses the bat to flow through the line, cover-point was just a spectator",31.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,4.0,ind,eng,2,runs
2.6,"Willey to Rohit, 1 run, full with no swing, Rohit flicks to deep mid to keep the strike",27.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,1.0,ind,eng,2,runs
2.5,"Willey to Rahul, 1 run, full on off, a punchy drive to mid-off, easy single",26.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rahul,Willey , Rahul,2,1.0,ind,eng,2,runs
2.4,"Willey to Rahul, no run, short of length on the stumps, Rahul defends with soft hands but Roy is quick at backward point",25.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rahul,Willey , Rahul,2,0.0,ind,eng,2,runs
2.3,"Willey to Rahul, no run, pitched up outside off, Rahul pushes it to cover",25.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rahul,Willey , Rahul,2,0.0,ind,eng,2,runs
2.2,"Willey to Rahul, <b>FOUR</b>, that's the class and the form he is in at the moment on display. A step forward even before Willey delivered that one, a straight-batted punch down the ground and it beats both mid-off and mid-on. Classy and Raina and Kohli appreciate that shot by clapping from the dug-out",25.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rahul,Willey , Rahul,2,4.0,ind,eng,2,runs
2.1,"Willey to Dhawan, <b>out</b> Caught by J Ball!! What a catch and all Dhawan can do is shake his head with a smile and go off. Soft dismissal it must be said though, on the pads, there to be flicked away, with short fine inside the ring, Dhawan does so, but fails to keep it down and Ball with that tall frame of his, dives to his left and clings on. <b>Dhawan c J Ball b Willey 5(3) [4s-1]</b>",21.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Dhawan,Willey , Dhawan,2,0.0,ind,eng,2,out
1.6,"J Ball to Rohit, <b>FOUR</b>, how easy. So easy. Ball follows Rohit with a slower delivery on the pads after the batsman made room, just a clip and it gives deep square no chance. Placed right into the gap",21.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,4.0,ind,eng,2,runs
1.5,"J Ball to Dhawan, 1 run, Ball is running in and hitting the pitch hard, tucks up Dhawan with a short of length delivery on the stumps, defended to the backward point region for a single",17.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Dhawan,J Ball , Dhawan,2,1.0,ind,eng,2,runs
1.4,"J Ball to Rohit, 1 run, slower delivery on the pads, turned wide of mid-wicket",16.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,1.0,ind,eng,2,runs
1.3,"J Ball to Rohit, no run, good bowling. Hitting the pitch hard again, Rohit wrists it back to the right of Ball",15.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,0.0,ind,eng,2,runs
1.2,"J Ball to Rohit, no run, that's a good riposte. On a short of length and around off, hint of away movement, nearly squared Rohit up, who defends to cover, awkwardly it must be said though",15.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,0.0,ind,eng,2,runs
1.1,"J Ball to Rohit, <b>FOUR</b>, last match he got Rohit with a short ball at the chest and above it, this is on the waist, easy for Rohit to swivel and place the pull wide of short fine leg inside the ring. Not the ideal start for Ball",15.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,4.0,ind,eng,2,runs
0.6,"Willey to Dhawan, <b>FOUR</b>, what a shot. What a way to get off the mark. Glorious from Dhawan. Leans into the cover-drive and beats a host of fielders on the off-side, supreme timing on the drive and it raced away. The balance was also magnificent that time",11.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Dhawan,Willey , Dhawan,2,4.0,ind,eng,2,runs
0.5,"Willey to Rohit, 1 run, again a step out, to counter the swing, nudged wide of mid-wicket for a single",7.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,1.0,ind,eng,2,runs
0.4,"Willey to Rohit, no run, the tempter outside off, full and with the angle, away, left alone",6.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,0.0,ind,eng,2,runs
0.3,"Willey to Rohit, <b>SIX</b>, six and off the mark in style. A shimmy down the track to get to the pitch, flicks effortlessly, with the swing and over mid-wicket. Goes all the way",6.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,6.0,ind,eng,2,runs
0.2,"Willey to Rohit, no run, now beats him. Lovely away-slanter, Rohit's feet goes nowhwere and he is lucky not to edge that",0.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,0.0,ind,eng,2,runs
0.1,"Willey to Rohit, no run, ooh! <b>Close</b>. First ball. And they don't take the review. Willey was interested, after he pinged Rohit on the move on the pads, swung in and the impact was around middle, middle and leg. The umpire shakes his head. Good start by Willey",0.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,0.0,ind,eng,2,runs
19.6,"SN Thakur to Mehidy Hasan, 2 runs, again down the track, but the length is shorter, Mehidy Hasan slaps it wide of Vijay Shankar and they come back easily for the second. <b>Bangladesh end with 166 with 84 coming off the last 8 overs</b>",166.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Mehidy Hasan,SN Thakur , Mehidy Hasan,1,2.0,ban,ind,2,runs
19.5,"SN Thakur to Mehidy Hasan, 2 runs, uses his feet and drives well, to the right of sweeper cover. They take two",164.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Mehidy Hasan,SN Thakur , Mehidy Hasan,1,2.0,ban,ind,2,runs
19.4,"SN Thakur to Mehidy Hasan, <b>FOUR</b>, these knuckle balls are going for runs. Right between backward point and short third, Mehidy Hasan threw his bat at that, even though it came off the toe of the bat, importantly for Bangladesh it was in the gap",162.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Mehidy Hasan,SN Thakur , Mehidy Hasan,1,4.0,ban,ind,2,runs
19.3,"SN Thakur to Mehidy Hasan, no run, had he left that, would've been a wide, but he reaches out to this full and wide delivery, toe end it to Dhawan at backward point, they don't take the single",158.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Mehidy Hasan,SN Thakur , Mehidy Hasan,1,0.0,ban,ind,2,runs
19.2,"SN Thakur to Mehidy Hasan, <b>SIX</b>, looked high, but Mehidy Hasan had advanced and replays show that it was ok as far as height was concerned. Mehidy Hasan takes it on the full and swings it high and over deep mid. Big hit",158.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Mehidy Hasan,SN Thakur , Mehidy Hasan,1,6.0,ban,ind,2,runs
19.1,"SN Thakur to Mehidy Hasan, <b>FOUR</b>, the knuckle ball, slower outside off, Mehidy Hasan gets down low, shuffles across and then scoops it over short fine. Did enough to clear the fielder",152.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Mehidy Hasan,SN Thakur , Mehidy Hasan,1,4.0,ban,ind,2,runs
18.6,"Unadkat to Mustafizur, no run, slower delivery to end, Mustafizur pushes it to extra-cover who is at the edge of the ring. India want Mustafizur to be on strike, but they don't take the single. Just 3 runs off the penultimate over! Top bowling by Unadkat",148.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Mustafizur,Unadkat , Mustafizur,1,0.0,ban,ind,2,runs
18.5,"Unadkat to Mustafizur, no run, crisp drive, with a good bat-flow but again straight to the fielder at mid-off. Good captaincy by Rohit to deny Mehidy Hasan the strike",148.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Mustafizur,Unadkat , Mustafizur,1,0.0,ban,ind,2,runs
18.4,"Unadkat to Mustafizur, no run, very full now, Mustafizur pushes it to mid-off, Mehidy Hasan wants the strike, but the ball finds the fielder too quickly",148.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Mustafizur,Unadkat , Mustafizur,1,0.0,ban,ind,2,runs
18.3,"Unadkat to Rubel, <b>out</b> Bowled!! Unadkat is fired up. And how. Cleans up Rubel much like how he did Sabbir. A cutter, came very slow, completely does in Rubel who awkwardly slogs to leg and misses. Game over. <b>Rubel b Unadkat 0(1)</b>",148.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Rubel,Unadkat , Rubel,1,0.0,ban,ind,2,out
18.3,"Unadkat to Rubel, <b>wide</b>, too high and way too short, rightly called a wide",148.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Rubel,Unadkat , Rubel,1,1.0,ban,ind,2,runs
18.2,"Unadkat to Sabbir Rahman, <b>out</b> Bowled!! Bowled him. Uses the slower delivery to good effect and it goes through Sabbir Rahman's defences. Was too early into the swipe, the ball came much later, falls on the stumps. Massive wicket for Sabbir Rahman was striking it really well. He goes back with the <b>highest score by a Bangladeshi batsman against India in T20Is.</b> <b>Sabbir Rahman b Unadkat 77(50) [4s-7 6s-4]</b>",147.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Sabbir Rahman,Unadkat , Sabbir Rahman,1,0.0,ban,ind,2,out
18.1,"Unadkat to Sabbir Rahman, 2 runs, <b>Review again by India. For lbw against Sabbir Rahman.</b> Looks like an inside edge onto the pad. The third umpire wants UltraEdge - clear spike and <b>India will lose their review.</b> Sabbir Rahman moved across, to get himself outside the line, the thin snick on the attempted scoop, saved him. Ricochets off the pad and they take two",147.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Sabbir Rahman,Unadkat , Sabbir Rahman,1,2.0,ban,ind,2,runs
17.6,"SN Thakur to Sabbir Rahman, 1 run, slower one, stands up short, Sabbir Rahman rocks back and pulls to deep mid. Just the single",145.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Sabbir Rahman,SN Thakur , Sabbir Rahman,1,1.0,ban,ind,2,runs
17.5,"SN Thakur to Sabbir Rahman, <b>FOUR</b>, now to the other side. Pre-meditated scoop, gets low and takes the fuller one around off, to get it over short fine's head. Lovely batting",144.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Sabbir Rahman,SN Thakur , Sabbir Rahman,1,4.0,ban,ind,2,runs
17.4,"SN Thakur to Sabbir Rahman, <b>FOUR</b>, uses the slower delivery and the width on that, it was outside off, so Sabbir Rahman glides it wide of the short third fielder. Showing finesse there",140.0,ind-vs-ban-final-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Sabbir Rahman,SN Thakur , Sabbir Rahman,1,4.0,ban,ind,2,runs
