over_number,comm,score,match,year,batsman_bowler,bowler,batsman,innings_no,runs,batting_team,bowling_team,result,event
3.6,"U Yadav to Roy, <b>SIX</b>, thumped down the ground. Over long-off for a flat six. That was in the slot and Roy made it into a journey ball. The right destination was found. India under the pump",43.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,6.0,eng,ind,2,runs
3.5,"U Yadav to Roy, no run, drops the ball short and the batsman inside edges it on to the pads as the ball skidded on. That was bread and butter for Roy but he tried hitting it too hard I guess",37.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,0.0,eng,ind,2,runs
3.4,"U Yadav to Roy, <b>FOUR</b>, too full, drive is powered to mid-off and it bursts through Pandya. Poor effort as that one should have been stopped. Got into an awkward position and let it through",37.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,4.0,eng,ind,2,runs
3.3,"U Yadav to Roy, no run, jabs the ball away into the off-side as it decked in again. More the length to bowl if the batsman are not charging at you",33.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,0.0,eng,ind,2,runs
3.2,"U Yadav to Roy, no run, length delivery and zoning in, pushed back to the bowler as the ball was aimed for the sticks",33.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,0.0,eng,ind,2,runs
3.1,"U Yadav to Roy, <b>FOUR</b>, charges out and drives the ball down the track. Beats the mid-off easily as the batsman had got to the pitch of the ball to work his angle out and get it in the gap",33.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,4.0,eng,ind,2,runs
2.6,"Chahar to Roy, 1 run, stays rooted to a fuller ball and works the ball to mid-on. Single is on as again the fielder was at the edge of the circle and he had played it with soft hands",29.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Roy,Chahar , Roy,1,1.0,eng,ind,2,runs
2.5,"Chahar to Buttler, 1 run, camps out and pushes the ball out into the off-side to scamper a single. Kohli has a powerful throw to make at the batter's end but finds no gains",28.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,1.0,eng,ind,2,runs
2.4,"Chahar to Buttler, no run, short of length delivery and it shapes away to beat the outer edge on the attempted drive. Beaten comprehensively. Lovely swing on that, finally",27.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,0.0,eng,ind,2,runs
2.3,"Chahar to Buttler, <b>FOUR</b>, short ball, not his forte and the batsman hacks the ball away with a pull. The ball flies away between mid-wicket abd mid-on for a four. Hands on head for the bowler but that was well placed",27.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,4.0,eng,ind,2,runs
2.2,"Chahar to Buttler, no run, walks down the track and drops the ball dead as the bowler had seen him coming down the track. That meant he bailed out of his intentions",23.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,0.0,eng,ind,2,runs
2.1,"Chahar to Buttler, no run, drops his length a bit, the batsman stays his crease and punches the drive on the up to find the man at extra cover",23.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,0.0,eng,ind,2,runs
1.6,"U Yadav to Buttler, 1 run, shortens his length and the batsman tucks the ball away to mid-on with soft hands to eke out a single. The man at mid-on I guess was on the edge of the circle and that prompted the opener to take the single",23.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Buttler,U Yadav , Buttler,1,1.0,eng,ind,2,runs
1.5,"U Yadav to Buttler, <b>FOUR</b>, bad ball, short ball, hammered off the back foot with a swivelled pull. No one at the deep behind square and that was easy peasy for the aggressor",22.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Buttler,U Yadav , Buttler,1,4.0,eng,ind,2,runs
1.4,"U Yadav to Buttler, <b>FOUR</b>, Buttler is in the form of his life. Full, tailing away a bit but thumped over the bowler's head. The bat face turned on impact but he lent enough power on it to send it away. More of a sliced hit",18.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Buttler,U Yadav , Buttler,1,4.0,eng,ind,2,runs
1.3,"U Yadav to Roy, 1 run, gets the ball to slant away as the shape was nice. The batsman plays within himself and checks his push drive into the covers for a single",14.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,1.0,eng,ind,2,runs
1.2,"U Yadav to Roy, no run, length ball, channelling away and has been left alone",13.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,0.0,eng,ind,2,runs
1.1,"U Yadav to Roy, no run, away swinger as Umesh finds his mark straightaway, quite unlike the newbie. The batsman was drawn into a drive and the ball misses the bat not by much. The ball dies down to the keeper",13.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,U Yadav to Roy,U Yadav , Roy,1,0.0,eng,ind,2,runs
0.6,"Chahar to Buttler, <b>FOUR</b>, that swung! Went wide of the crease and angled it in. The batsman manages a thickish inner half of the bat trying to drive it on the up. The ball runs away through the square leg region and into the fence for a four. Short boundary and a quick outfield helping the cause of the batsman",13.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,4.0,eng,ind,2,runs
0.5,"Chahar to Buttler, no run, chops the ball away outside off and it finds the man just behind square. There was room but the batsman played it with caution",9.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,0.0,eng,ind,2,runs
0.4,"Chahar to Buttler, <b>FOUR</b>, it is not swinging! That was full and has been drop kicked over mid-on for a four. Buttler is off to a flier again. Chahar is under the pump here",9.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,4.0,eng,ind,2,runs
0.3,"Chahar to Buttler, <b>FOUR</b>, walks into the drive and places it between the man at cover and mid-off for a four. Superb stuff. Aggressive from Buttler",5.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,4.0,eng,ind,2,runs
0.2,"Chahar to Buttler, no run, little short with his length outside off and has been punched off the back foot into the mid-off region. More off the toe-end making contact",1.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Buttler,Chahar , Buttler,1,0.0,eng,ind,2,runs
0.1,"Chahar to Roy, 1 run, full ball on the pads, clipped away to deep square leg for a single. Nervy start for the young man",1.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Chahar to Roy,Chahar , Roy,1,1.0,eng,ind,2,runs
18.4,"Jordan to Hardik Pandya, <b>SIX</b>, <b>Hardik Pandya finishes it off in style</b>. What a way to finish the game. Pandya sees the slower delivery and then thumps it high over long-on. Caught it sweetly and that's <b>India wrapping up the series 2-1</b>. End of story",201.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Hardik Pandya,Jordan , Hardik Pandya,2,6.0,ind,eng,2,runs
18.3,"Jordan to Hardik Pandya, no run, backs away and slaps the slower delivery, but finds extra-cover",195.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Hardik Pandya,Jordan , Hardik Pandya,2,0.0,ind,eng,2,runs
18.2,"Jordan to Rohit, 1 run, <b>100 for Rohit</b>. Dabbed to the left of Roy at backward point and an easy single. No extravagant or exuberant celebrations as he raises the bat and soaks in all the mad applause. Hardik Pandya comes up to Rohit to hug him. Cometh the hour, cometh the man kind of thing",195.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,1.0,ind,eng,2,runs
18.1,"Jordan to Rohit, <b>FOUR</b>, on 99 now. Full outside off, Rohit crashes it over extra-cover. Enough elevation on the hit and it scorches away to the ropes. Jordan bowled a half-volley and didn't get away with it",194.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,4.0,ind,eng,2,runs
17.6,"Willey to Hardik Pandya, <b>FOUR</b>, Hardik Pandya is putting Rohit at risk of not getting 100. But that's the minor picture here, short of length outside off, dabbed wide of Ball at short third, well wide of him and <b>20 off that over</b>",190.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Hardik Pandya,Willey , Hardik Pandya,2,4.0,ind,eng,2,runs
17.5,"Willey to Hardik Pandya, <b>FOUR</b>, this is getting over quickly. Hardik Pandya applying the finishing touches. Low full-toss outside off, Hardik Pandya sliced it again, one hand came off the bat but the timing was so good that it left sweeper with no chance, he dived but it skimmed away, four more",186.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Hardik Pandya,Willey , Hardik Pandya,2,4.0,ind,eng,2,runs
17.4,"Willey to Hardik Pandya, <b>SIX</b>, Hardik Pandya slices it and over wide long-off. Dropped in the crowd. Willey missed his length there and Pandya teed off, deep in his crease and didn't hold back",182.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Hardik Pandya,Willey , Hardik Pandya,2,6.0,ind,eng,2,runs
17.3,"Willey to Rohit, 1 run, yorker length outside off, Rohit toe-ends the drive to sweeper cover. One hand came off the bat",176.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,1.0,ind,eng,2,runs
17.2,"Willey to Rohit, <b>FOUR</b>, a grimace from Rohit as he gets four. Shuffled across well outside off and then paddled it to the deep backward square leg fence, nearly all the way, one bounce over the ropes. Outthought the bowler there",175.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Rohit,Willey , Rohit,2,4.0,ind,eng,2,runs
17.1,"Willey to Hardik Pandya, 1 run, very full outside off, Hardik Pandya drives to deep cover",171.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Willey to Hardik Pandya,Willey , Hardik Pandya,2,1.0,ind,eng,2,runs
16.6,"J Ball to Hardik Pandya, 1 run, an yorker, arrowing in at the base of off, Hardik Pandya digs it out to third man and will keep strike",170.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Hardik Pandya,J Ball , Hardik Pandya,2,1.0,ind,eng,2,runs
16.5,"J Ball to Rohit, 1 run, back of a length outside off, Rohit steers it to third man",169.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,1.0,ind,eng,2,runs
16.4,"J Ball to Rohit, <b>FOUR</b>, he is pulling them so well today. Takes the short ball from outside off and pulls hard, bisects deep square and deep mid, right into the gap and the third boundary of the over",168.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Rohit,J Ball , Rohit,2,4.0,ind,eng,2,runs
16.3,"J Ball to Hardik Pandya, 1 run, short into the body, cramps Hardik Pandya up, but they get the single to the left of Roy at backward point",164.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Hardik Pandya,J Ball , Hardik Pandya,2,1.0,ind,eng,2,runs
16.2,"J Ball to Hardik Pandya, <b>FOUR</b>, this is a fine fine shot. Full outside off, Hardik Pandya opens the face of the bat and directs it well wide of third man. That should be the game - or is too early to call?",163.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Hardik Pandya,J Ball , Hardik Pandya,2,4.0,ind,eng,2,runs
16.1,"J Ball to Hardik Pandya, <b>FOUR</b>, mid-off was in and Hardik Pandya lofts cleanly over that man. A cutter on a length, sat up for the batsman to stand tall and use his long levers",159.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,J Ball to Hardik Pandya,J Ball , Hardik Pandya,2,4.0,ind,eng,2,runs
15.6,"Adil Rashid to Hardik Pandya, 1 run, speared in full on the middle and leg line, Hardik Pandya heaves it straight to the fielder at deep mid",155.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Hardik Pandya,Adil Rashid , Hardik Pandya,2,1.0,ind,eng,2,runs
15.5,"Adil Rashid to Rohit, 1 run, cut away to the man at sweeper, another single",154.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,1.0,ind,eng,2,runs
15.4,"Adil Rashid to Rohit, no run, Hardik Pandya has to be sent back after Rohit advanced and dabbed it to short third, the ball went too quickly and there was never a chance of a run there",153.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,0.0,ind,eng,2,runs
15.3,"Adil Rashid to Hardik Pandya, 1 run, fired in fuller on the stumps, Hardik Pandya drills it to long-on",153.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Hardik Pandya,Adil Rashid , Hardik Pandya,2,1.0,ind,eng,2,runs
15.2,"Adil Rashid to Hardik Pandya, no run, tossed up outside off, Hardik Pandya has a sighter, leaves to Buttler",152.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Hardik Pandya,Adil Rashid , Hardik Pandya,2,0.0,ind,eng,2,runs
15.1,"Adil Rashid to Rohit, 1 run, shortish outside off, Rohit chops it to the right of backward point, a single stolen",152.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,1.0,ind,eng,2,runs
14.6,"Jordan to Hardik Pandya, no run, slower delivery on a short of length outside off, Hardik Pandya pushes to the left of Roy at backward point, wants a quick single, Rohit sends him back",151.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Hardik Pandya,Jordan , Hardik Pandya,2,0.0,ind,eng,2,runs
14.5,"Jordan to Kohli, <b>out</b> Caught&Bowled!! Rule 1 - never hit anything in the air near Jordan's vicinity. <b>He can catch aeroplanes if he could</b>. What a fielder. What an athlete. What a catch. This is drilled hard and at his belly, what does he do, nonchalantly hangs on and leaves Kohli shell-shocked. But has this come too late? Or can England break open the door through this opening. <b>Kohli c and b Jordan 43(29) [4s-2 6s-2]</b>",151.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Kohli,Jordan , Kohli,2,0.0,ind,eng,2,out
14.4,"Jordan to Rohit, 1 run, low full-toss on off, flicked to deep mid",151.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,1.0,ind,eng,2,runs
14.3,"Jordan to Rohit, no run, backs away to clear extra-cover, but Jordan keeps it full and denies Rohit the width, bunted to cover",150.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,0.0,ind,eng,2,runs
14.2,"Jordan to Rohit, no run, pitched up outside off, Rohit tried to hit it too hard, skims off the thick inside half, to the right of Jordan who fields",150.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,0.0,ind,eng,2,runs
14.1,"Jordan to Kohli, 1 run, slower delivery down hit into the pitch, Kohli picks it, waits and shovels it to deep mid",150.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Kohli,Jordan , Kohli,2,1.0,ind,eng,2,runs
14.1,"Jordan to Kohli, <b>wide</b>, just wide of the tramline outside off, Jordan won't get away",149.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Kohli,Jordan , Kohli,2,1.0,ind,eng,2,runs
13.6,"Plunkett to Rohit, <b>FOUR</b>, not the purest of connections but it is in the gap and four more. Full outside off, may have been cross-seam as well, Rohit lofts and finds the gap at cover",148.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,4.0,ind,eng,2,runs
13.5,"Plunkett to Kohli, 1 run, very full outside off, Kohli on the walk wrists it to long-on",144.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,1.0,ind,eng,2,runs
13.4,"Plunkett to Rohit, 1 run, pitched up outside off, Rohit drives square of the wicket, and the ball has travelled at the rate of light. Kohli says no to the second",143.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,1.0,ind,eng,2,runs
13.3,"Plunkett to Kohli, 1 run, short outside off, pulled handsomely, but straight to the fielder at deep mid",142.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,1.0,ind,eng,2,runs
13.2,"Plunkett to Kohli, <b>SIX</b>, the back foot stumbled but such power from Kohli as he sends this full delivery outside off over long-off. Even Kohli is surprised by the hit, flashes a big smile on his face. He was forcing all his body weight into the shot, when his back leg was dancing in all directions. But those forearms built like tree-trunks powers the ball. Wow",141.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,6.0,ind,eng,2,runs
13.1,"Plunkett to Kohli, no run, Kohli is beaten as he advanced and attempted to carve Plunkett over cover. Lost shape and that's why he couldn't connect",135.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,0.0,ind,eng,2,runs
12.6,"Jordan to Rohit, <b>SIX</b>, one bad ball in the whole over and that has spoilt everything. Low full-toss, angling into middle, Rohit flicks and it goes flat over deep backward square leg. No effort at all put into the shot, pure timing",135.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,6.0,ind,eng,2,runs
12.5,"Jordan to Rohit, no run, defeated by the slowness of the delivery, Rohit is down the wicket, looking to pull, swings too early, toe-ends it back and Jordan fields",129.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,0.0,ind,eng,2,runs
12.4,"Jordan to Kohli, 1 run, low full-toss on off, thumped flat to long-on where Stokes fields",129.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Kohli,Jordan , Kohli,2,1.0,ind,eng,2,runs
12.3,"Jordan to Rohit, 1 run, Jordan bowls another slower delivery on the stumps, deftly guided fine of third man, but still only a single",128.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,1.0,ind,eng,2,runs
12.2,"Jordan to Kohli, 1 run, slower delivery down leg, nudged to deep mid, Kohli wants two, but Rohit isn't that quick",127.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Kohli,Jordan , Kohli,2,1.0,ind,eng,2,runs
12.1,"Jordan to Rohit, 1 run, full outside off, sliced to the left of Roy at backward point who dives and keeps it to a single",126.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Jordan to Rohit,Jordan , Rohit,2,1.0,ind,eng,2,runs
11.6,"Adil Rashid to Rohit, 1 run, still short, Rohit punches to sweeper",125.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,1.0,ind,eng,2,runs
11.5,"Adil Rashid to Kohli, 1 run, this is slightly on the middle and leg line, nudged behind square",124.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,1.0,ind,eng,2,runs
11.4,"Adil Rashid to Kohli, no run, skidder, hurries off the deck, turned to mid-wicket",123.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,0.0,ind,eng,2,runs
11.3,"Adil Rashid to Kohli, <b>SIX</b>, huge. Down the track, to this tossed up delivery outside off and a clean swing of the bat sends the ball into the stands at long-on. What timing and footwork",123.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,6.0,ind,eng,2,runs
11.2,"Adil Rashid to Kohli, no run, skidder on middle, Kohli rocks back to punch, finds cover",117.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,0.0,ind,eng,2,runs
11.1,"Adil Rashid to Rohit, 1 run, comes down the track and looks to go big, got too close to the pitch, that's why he dragged it to long-on",117.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,1.0,ind,eng,2,runs
10.6,"Plunkett to Rohit, 1 run, low full-toss, on the stumps, Rohit clips it to long-on. Retains the strike",116.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,1.0,ind,eng,2,runs
10.5,"Plunkett to Rohit, <b>FOUR</b>, that's cheeky. Another good delivery and it has gone for four. Short into the body of a backing away, who allows the ball to deflect off the bat fine of Buttler and for four. Kohli punches the gloves with Rohit",115.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,4.0,ind,eng,2,runs
10.4,"Plunkett to Rohit, <b>SIX</b>, smashing blow. That's Rohit at his very best. A cross-seam length ball outside off and Rohit has deposited it miles over deep mid. Stayed back and biffed it with all his power. He now wants to get going",111.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Rohit,Plunkett , Rohit,2,6.0,ind,eng,2,runs
10.3,"Plunkett to Kohli, 1 run, a step forward and another short delivery into the ribs of Kohli, who pulls to deep backward square",105.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,1.0,ind,eng,2,runs
10.2,"Plunkett to Kohli, 2 runs, can deep square get there? No he can't. Bounces in front of him and they take two. Kohli splicing the pull as Plunkett dug it in short",104.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,2.0,ind,eng,2,runs
10.1,"Plunkett to Kohli, 2 runs, a slower delivery to re-enter, Kohli charges and gets a thick inside edge in front of long leg. Since the ball went slowly, they charge back for the second",102.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Plunkett to Kohli,Plunkett , Kohli,2,2.0,ind,eng,2,runs
9.6,"Adil Rashid to Rohit, 2 runs, wants to charge Adil Rashid, but the leggie has dragged it down after seeing Rohit use his feet. Punched to the left of sweeper",100.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,2.0,ind,eng,2,runs
9.5,"Adil Rashid to Rohit, no run, this tossed up delivery goes straight on and beats Rohit's big attempt at a slog-sweep. Kept low and a good take by Buttler. Whipped the bails off, but Rohit hadn't gone anywhere",98.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,0.0,ind,eng,2,runs
9.4,"Adil Rashid to Rohit, no run, tossed up a bit, Rohit dabs to backward point",98.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,0.0,ind,eng,2,runs
9.3,"Adil Rashid to Kohli, 1 run, skidder on middle, short-arm jabbed to deep mid",98.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,1.0,ind,eng,2,runs
9.2,"Adil Rashid to Kohli, 2 runs, when it is tossed up like that, Kohli will get forward and then power the weight into the shot, using his bottom hand, long-off has to be quick to prevent the boundary and he is",97.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,2.0,ind,eng,2,runs
9.1,"Adil Rashid to Kohli, <b>FOUR</b>, too short. Can't do that. Kohli waits and then cuts hard through backward point. Raced away beating sweeper cover. Top shot",95.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,4.0,ind,eng,2,runs
8.6,"Stokes to Kohli, 1 run, comes forward and flicks the full ball to deep mid",91.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Kohli,S,kes ,2,1.0,ind,eng,2,runs
8.5,"Stokes to Rohit, 1 run, short of length outside off, Rohit punches and again Roy at backward point does ever so well, dives to his left and parries it to third man",90.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Rohit,S,kes ,2,1.0,ind,eng,2,runs
8.4,"Stokes to Kohli, 1 run, short of length on the pads, swatted away to fine leg",89.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Kohli,S,kes ,2,1.0,ind,eng,2,runs
8.3,"Stokes to Rohit, 1 run, ""catch"" was the cry as Rohit sliced it and the bottom hand came off as he flayed at a wide delivery outside off, doesn't carry to third man though",88.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Rohit,S,kes ,2,1.0,ind,eng,2,runs
8.2,"Stokes to Rohit, <b>FOUR</b>, <b>50 for Rohit</b>. Not the most convincing way to get there, but he will take it, pacy short delivery over the shoulder of Rohit, who is beaten for pace, gloves it and it loops wide of Buttler. Beats fine leg who is too square",87.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Rohit,S,kes ,2,4.0,ind,eng,2,runs
8.1,"Stokes to Kohli, 1 run, yorker length outside off, dug out to third man",83.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Kohli,S,kes ,2,1.0,ind,eng,2,runs
7.6,"Adil Rashid to Kohli, 1 run, conventional leggie outside off, Kohli drives to sweeper",82.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,1.0,ind,eng,2,runs
7.5,"Adil Rashid to Rohit, 1 run, another one that skids on, this arrows in towards middle and leg, tucked to deep mid",81.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,1.0,ind,eng,2,runs
7.4,"Adil Rashid to Rohit, <b>FOUR</b>, brilliant back-cut. Fraction short outside off and spinning away, Rohit delays the cut to the nth second and beats both backward point and sweeper",80.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,4.0,ind,eng,2,runs
7.3,"Adil Rashid to Kohli, 1 run, this stayed low, around off, but Kohli punches it wide of cover",76.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Kohli,Adil Rashid , Kohli,2,1.0,ind,eng,2,runs
7.2,"Adil Rashid to Rohit, 1 run, tossed up outside off, Rohit pushes it to sweeper cover",75.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,1.0,ind,eng,2,runs
7.1,"Adil Rashid to Rohit, 2 runs, the front of the hand skidder, cut square of the wicket, and Bairstow does well to run around at sweeper, dive and that saves two",74.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Adil Rashid to Rohit,Adil Rashid , Rohit,2,2.0,ind,eng,2,runs
6.6,"Stokes to Kohli, no run, angled in on off and middle, Kohli flicks and finds mid-wicket",72.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Kohli,S,kes ,2,0.0,ind,eng,2,runs
6.5,"Stokes to Rohit, 1 run, cross-seam yorker length delivery outside off, Rohit reaches out and squeezes it out, they scamper across for a quick single",72.0,eng-vs-ind-3rd-t20i-india-tour-of-england-2018,2018,Stokes to Rohit,S,kes ,2,1.0,ind,eng,2,runs
